,categories,text
27,1,"ok most of the answers posted by you dumbas$es are very stupid and unfunny. the origins of the dot, ancient word ""tilak"", now used as Bindi are not exactly known. it symbolizes marriage - in ancient aryan society a groom used to apply his blood on-his bride's forehead as a recognition of wedlock. today, the indian woman wears a red dot which is probably a survival of this idea. \nnow it's mainly worn as a fashion accessory and they come in cool shapes like tear drops and have diamonds and whatever on it. here's more info: http://hinduism.about.com/library/weekly/aa072002a.htm\n\noh and also, wearing a ""dot"" is NOT the equivalent to a wedding band."
28,1,Japan. It pretty much means - Hello?
29,1,"What's up with this question?  But since you asked, the answer depends on you and what you do with your life from now on.  Do you define yourself as a ******?; which by the way means an ignorant person. It's obvious you were given another chance on the outside why not be all you can be on the positive of life.\nGod Bless You!"
30,1,"1) I can follow Jesus' model of love and respect for all people in the following ways... Treating others the way that I want to be treated.  \n2) I can model Jesus and His generous attitude by......helping others out everyday.  Don't just do a ""good deed"" everyday, when you see someone that just needs a hand lend it to them ( and if you do, you will feel so good)\n3) I can look in the bible and I can see God's love and see His justice.  I can demonstrate everything in the bible by just living according to the guidelines of God's Word.\n4) Giving what you have to others.\n5) society, peer pressure, everyday life....."
31,1,"Belief is the conditioning of the mind where as goodness is a proof in the conduct. Hence, believers need not necessarily be good persons."
32,1,Indonesia
33,1,"masptatos,pumkin pie"
34,1,"Absolutely.  Read the letters from Paul (e.g. Romans, 1 &2 Corinthians, etc.) and you'll see that Gentiles are just as welcome and just as saved."
35,1,Do a search for them on the home town court page.
36,1,WE ARE NOT SHEMALES...WE ARE Transsexuals get the term right.  if your wanting a shemale then your looking for a porn slut have fun with the disease
37,1,"They don't necessarily, but there's this idea out there that big ones are more attractive to men.  Yes, to some men, they are, but not all of us.  And to those of us who've had the unique clinical experience of showing a new mother now to nurse her infant, the sight of big ones tells us we're going to spend a bit more time with this young lady - it's harder for well-endowed girls to nurse than for those whose attributes are, shall we say, a touch more modest.  But even the most richly blessed girls can learn to nurse their babies successfully - it just demands more time and patience  to teach 'em."
38,1,everyone wants to be american...dont they?
39,1,A motorcycle association.
40,1,I don't follow an organized religion - I follow Jesus - there is a big difference.
41,1,"I see the answer in the question, If you are rich,then you are keeping it all to yourself, laying up treasure on earth.If you gave the money to feed the hungry, house the homeless,pay doctors for the ill, then you would no longer be rich,in the earthly sense."
42,1,"My own suspicions are that:\n\n1. Some folks ask inane questions for shock value\n\n2. Some ask inane questions just to see what responses they will get\n\n3. Some people are amazingly lazy - they could find answers by dong a minimal amount of research, but want someone to hand them the answers\n\n4. Some people can't come up with anything better to do with their time\n\nAnd on that note, I have better things to do with my time.\n\nTTNF"
43,1,"Lithuanian language\n""Sometimes everything is not as it seems to be"""
44,1,http://www.eeeek.com/ask46.html\nhttp://death.monstrous.com/representations_of_death.htm#grim%20reaper
45,1,God wears kilts.
46,1,"No, and it never will be, either, thank the deity."
47,1,"It's a Judeo-Christian tradition, so if that works for you, you'll get something from it.  \n\nIt is actually a good background to have.  A lot of Golden Dawn material which Gardner ""borrowed"" is taken from the Kabbalistic tradiction.  The Waite-Rider Tarot is loaded with Kabbalistic symbolism as well.  So it's a good reference book at the least."
48,1,"""You have heard that it was said to your ancestors, 'You shall not kill; and whoever kills will be liable to judgment.' But I say to you, whoever is angry with his brother will be liable to judgment, and whoever says to his brother, 'Raqa,' will be answerable to the Sanhedrin, and whoever says, 'You fool,' will be liable to fiery Gehenna."" Mt 5:21-22.\n\nAnger is the motive behind murder, as the insulting epithets are steps that may lead to it. They, as well as the deed, are all forbidden. Raqa: an Aramaic word reqa' or reqa probably meaning ""imbecile,"" ""blockhead,"" a term of abuse. The ascending order of punishment, judgment (by a local council?), trial before the Sanhedrin, condemnation to Gehenna, points to a higher degree of seriousness in each of the offenses. Sanhedrin: the highest judicial body of Judaism. Gehenna: in Hebrew ge-hinnom, ""Valley of Hinnom,"" or ge ben-hinnom, ""Valley of the son of Hinnom,"" southwest of Jerusalem, the center of an idolatrous cult during the monarchy in which children were offered in sacrifice. In Joshua 18:16 the Hebrew is transliterated into Greek as gaienna, which appears in the New Testament as geenna. The concept of punishment of sinners by fire either after death or after the final judgment is found in Jewish apocalyptic literature but the name geenna is first given to the place of punishment in the New Testament."
49,1,blue
50,1,"I would say: ""Who are you, to judge ME?"" :))"
51,1,If he's not seeing anyone and he's not gay then I'm afraid to say the answer is show an interest in him.  If you show an interest then 90% of guys will be interested back I'm sorry to say.  We are just not that complex.  Of course thats not quite the same as getting him to like you but you could probably get a date and go from there.
52,1,"Our government spends billions a year on pointless test, and reports, once they studied why the tricycle was so dangerous after one year they reported: because it falls down so easy.  OK! I heard this on the Johnny Carson show years ago.  A late night talk host.  But people, have motives behind most things they do and in this case someones cousin headed up the investigation and was paid a lot of money.  In the tousism business I discovered that towns will put out stories and tails so people will come there.  Ghost are big now.  But usually money is the reason behind a thing.  Bigfoot??? Do your own reseach. Lots of good info on the wed sites.  That is how I research most things.  I have learned if a lot of people are doing it.  Causion!  It is probaly not Good or God.  Because broad is the way that leads to destructions.  And few there will be that finds it.  Bible.  We continue to try and disprove this book and the more we do the more we can not. lol Thanks"
53,1,I trust everyone until they give me reason not too.
54,1,
55,1,"The word ""passion"" is from a Latin word which means ""suffering"".  From that word we also get our word ""patient"" (""suffering one"")."
56,1,"There are so many.  The fact that the church is going through a transformation shows that we are getting ready or preparing ourselves for Jesus (we all know that Jesus looks at the church as His bride).  On top of that, the way, the famine, the increasingly horrible natural disasters...It all points to a greater implication than just global warming.  The devil is tightening his grasp on this world and will soon make his final push to take it over.  When that happens, Christ will return and save his faithful followers.  Wait and see."
57,1,"I have no idea why they're so uptight. They feel that if they suffered in the past they have the right to be the country's little princesses. I've been to Europe and I swear black people aren't so uptight there. So the source for all this must be the frustration of african americans of having been enslaved by the white man in the past. Ok, we're all sorry. It's not going to happen ever again so you can all start behaving like everybody else now. Stop being so touchy."
58,1,You are probably referring to asinine which means stupid or foolish.
59,1,"I believe he did, but he made sure to put them far away from us so we can't corrupt another world with sin."
60,1,Peta supports  diminishing the value of children and human life.  Jesus ate fish.
61,1,hmm u've got the point yes of course america is land of theives who have no cultural background..just always against other race people and religion.
62,1,"First, are you truly saved?  Have you accepted Jesus as your savior and applied His blood to cover your sins?\n\nSexually, He says fornication is a sin.  What you want to do..is sinful.\n\nRead your bible, speak to your pastor...that's better than a lot of answers you'll find here."
63,1,"On some nights half of me sleeps on the floor and the other half  sleeps on about 1/8 of a crib mattress laid on the floor. My son sleeps on the other 7/8s.\n\nGee, can't figure out why my back hurts so much."
64,1,"it's persian,but u must have some mistakes,cuze it's a wrong sentence,I just translate the words whcih u has written right.khoshk:dry-khoda:god-ke:that-najor:bad-nashi:not to become(you)."
65,1,"It's my belief that where your rights begin, mine end."
66,1,I wish I did.\n\nI live in canada. There are alot of them here.
67,1,To assume which means that you take upon yourself without justification something; deserve means that you are worthy of; respect means you show consideration or thoughtfulness for someone.\nWhy must everyone always prove they are worthy of consideration before you give it to them. Who then makes that moral judgement that they are worthy?\n I believe everyone shoud be treated respectfully at all times. \n How can you assume to know that they are thinking a certain way to begin with. \n If their opinion is different than yours does that make them less worthy?\n You never know to whom you are speaking so why treat them any differently than you yourself wish to be treated?
68,1,Can't find a Zachary with four sons.\n\nJeremiah was the prophet speaking for YHVH in regards to Rachel.\nhttp://en.wikipedia.org/wiki/Rachel\nhttp://bible.crosswalk.com/OnlineStudyBible/bible.cgi?word=Jeremiah+31%3A15&section=0&version=nrs&new=1&oq=&NavBook=jer&NavGo=31&NavCurrentChapter=31
69,1,
70,1,it means death.
71,1,"I don't know but there's some interesting stuff in a book called ""Take Off Your Glasses and See"" by Jacob Lieberman about how there are people who are ""blind"" who can ""see"", even to describe the trees on the road they are walking on, if you are interested in other aspects of blindness."
72,1,your name looks Persian.\nwhy would you ask a question you know the answer to ??????
73,1,Awesome.
74,1,"If you complain about a complaining person, will the complaining person complain that you are complaining about them? Then what happens???"
75,1,"Ellen used to live a very closeted lifestyle, but since she came out, her popularity has gone way up.\n\nI think it has to do with the fact that people are comfortable with people that are honest about themselves. It fosters a sense of intimacy when you know a person's DEEP DARK SECRET. Once they have confided that in you, you see the person as more honest, and therefore more approachable.\n\nI watch the Ellen show whenever I can, and even though she doesn't wear make up, or a dress, and always seems to wear a pair of Converse sneakers, it's her honesty and openness that people respond to- it makes her a very attractive person."
76,1,"I don't think I personally have a purpose.  I don't actually think anyone has, but I'm pretty sure I don't even if others do.  Perhaps I'm just filler....."
77,1,"The three paintings were the Mona Lisa, Madonna of the Rocks, and the Last Supper.\nI have not seen the movie yet, but I just finished the book."
78,1,"Behind the Name gives two possible derivations:\n\n1) It could be a corruption or diminutive of Santiago - which would then make it a variant of Jacob\n\nor\n\n2) It could derive from the Greek name Didacus, meaning ""teaching"" or ""teacher"""
79,1,"the world is a sick place to live in. some people have no morals or no concept of the value of a human life.  the ones who do have a concience deny that they do wrong so that it helps them to sleep at night.  they condition themselves into believing that their lies to themselves are true, this in essence makes them believe what they do is actually good for the people that they do it to."
80,1,give me ten points
81,1,"To the best of my knowledge, the term in Judaism is roughly equivalent to the terms ""Righteous Gentiles"", ""B'nai Noach"" and another term that escapes me ... ""Ger ~something~"" meaning ""stranger at the gate"" as opposed to the Ger that is a convert.\n\nFollowing is a short list of sites that don't have any relationship to Christian groups, but which deal with how a Gentile can properly be a ""G-d Fearer"" and live righteously as Gentiles."
82,1,too many
83,1,"don't buy silly stuff\n\nan easy way of doing that, is working out how much you want to spend on things from what you get per month.\nfor example if you hve 100$, spend 20$ on food, 20$ on coffee, 30$ on clothes and 30$ on going out. \nit all depends on your priorities and what you feel is important. \nkeep a note of it in your purse and keep track of what you're buying (keep receipts so you can check)\nif you want something but have already spent the money dedicated to that, eg if you want another coffee, but you've spent the 20$ dedicated to that, just get a glass of water: you know you can't afford it. \nand then you will learn to control your spending.\n\ngood luck"
84,1,"Abu  Gabal are you another Muslim trying to stop free speech?\n\nIt is a perfectly ligitimate query.  If you have no idea who or why then say so dont question the questioner.\n\nThe Earth was created by the big bang.  Life was created after that by the gases and chemicals etc,   The creation of the solar systems and other solar systems will remain a mystery for the time being. \n\nMaybe an early life force similar to ours happened in a similar manner billions of billions of years ago and they now know how to preserve the soul/spirit.  We maybe be at the early stages of similar."
85,1,"Cute, very cute."
86,1,"Zen Master Unmon said: ""The world is vast and wide. Why do you put on your robes at the sound of a bell?"""
87,1,"I'm looking into joining CityYear, acctually, I applied, and my first interview is on Tuesday. So, I can answer most of your questions. Some, or most, of the people live with their parents, or someone close by, which would be free rent, which is what I will be doing. There are some that move away for their year of service, which is what the stepind is for. It is acctually very doable to live on 175 dollars a week, You just have to budget well. They'll help you out, by setting you up with room mates, and helping you look for an apartment. They strongly suggest four people to a two bedroom apartment and in walking distance (or in an area with public transportation). They don't have any sort of dorms on any of their sites. Although, in the near furtute the Boston site will have dorms. With the 175 a week you won't be able to go out to the movies every week, or anything, but it's do able, and you'll still have spending money. You mentioned you live in that area. I suggest you do what I'm doing. I applied to my nearest site, so I can stay with my parents, and I'm going to direct deposit my stipend into an account for college, and I'll move my hours and keep my part time job later at night. (Most students either go to school or have a part time job after City Year, you just have to make sure it never cuts into your commitment.) So, no, you wouldn't have to leave work, but you may need to change your hours to gaurtee you won't be working before 6:30 PM. They also have decent health care and dental care. but they even told me on the phone, if you can stay with your parents, and on their insurance, it will be better. I can't think of anything else I should tell you, feel free to email me.\nOh, and good luck on your essays, I spent a month doing mine, writing them, they red pening them, then writing them again..."
88,1,As in karate: 初段
89,1,look in the mirror
90,1,"It depends on what the names surrounding it are, but solely I like Jonas"
91,1,"In my opinion, no, many families today are to quick to put their elderly parents into a nursing home and be done with them. In many other cultures they care for their elderly parents in their homes and have great respect for them. Personally, I think we are so caught up with our own lives we many times forget who brought us into the world, we owe them that much respect to care for them and not send them to a nursing home. The conditions in most nursing homes are horrible. They are staffed by people who are underpaid, understaffed and over worked. God bless"
92,1,"Of course I do, don't you?\nJust because you haven't seen something yourself, does not mean that it does'nt exist. Remember there are many things out there that people thought were ficticous until they were proved wrong.\n\nP.S. It doesn't hurt anyone to just believe, sceptics seem to be such sad people."
93,1,The Food Bank Council of Michigan:\nhttp://www.fbcmich.org/\n\nFood Bank of South Central Michigan:\nhttp://www.foodbankofscm.org/\n\nSecond Harvest of Western Michigan:\nhttp://www.wmgleaners.org/
94,1,"no, I don't think that finding the right partner is all nonsense.  I feel it is very true that it is pretty impossible to find the 'right' partner.  People are just so different.  However I don't feel that the monks have it right either, because spending all of your time focusing on inner growth won't do much good in the world.  The best answer to this question would have to be, that yes you should have a partner, but no you don't NEED a partner, because everyone is different, I know several people that work better alone and they are fine with it.  Most people shouldn't go through life alone, that's not why we were put here (not going into religious ideologies).  If people 100's of years ago went through life alone like people do now, I think that populations would be much smaller than they are today."
95,1,"Who are God's chosen people?\n\nGod's chosen people are the ""elect"", whether those of faith prior to Christ's coming or after.  This is the mystery of the gospel.\n\nRomans 2:28-29 and Galations 3:28-29 tells us who a true ""Jew"" is...all ""in Christ"".  It has nothing to do with race or gender.\n\nThe ""Israel of God"" (Galations 6:16) are all who identify themselves to Him through faith in His Son, Jesus Christ and who obey Him.\n\nGod is no respecter of persons.  To give special consideration to a physical nation or group of people is Zionistic and anti-scriptural.  It is to miss completely WHO Abraham's seed really is.\n\nAbraham's seed is Christ.  Abraham was not a Jew.  Jacob had not even been born to Isaac yet.  And it is for Jacob that Israel was named, and Judah was a son of Jacob (name later changed to Israel).  It is from Judah that the name ""Jew"" comes.  Therefore, Abraham was not a Jew. \n\nSo, all ""in Christ"" are Abraham's true lineage who will inherit the promises God promised to Him.  God's people are those of FAITH, not race."
96,1,"Apparently, they're giving us points to make us feel better about not having lives, since if we did have real lives, we wouldn't be here getting all these silly points."
97,1,"The Bible focuses on spiritual matters, not the physical world.  That's why it doesn't mention so many things that would be of interest (for example, the trade routes known at the various tmes the Books were written; population figures; manner of dress, etc.)."
98,1,"biomedical/biomedicine:\n\n1. The branch of medical science that deals with the ability of humans to tolerate environmental stresses and variations, as in space travel. \n2. The application of the principles of the natural sciences, especially biology and physiology, to clinical medicine."
99,1,i would choose a girl that i was madly enlove with. if i read her thoughts id no the right things to say and when to ask her out.
100,1,"I think what people lack these days are:\n1. common sense\n2. being able to make responsible choices in their lives\n3. having respect for other people and/or their property\n4. politeness and manners\n5. selflessness.\nThese are the things that are missing from every soap, every advert, every film, every cartoon or kiddy programme, every newspaper story. We are bombarded with music, actors, newsreaders etc. who have an 'attitude problem'. Politeness is not 'in' and rudness, carelessness and stupidity rules. Rather than focusing on our looks and sex and stuff why don't we focus on advertising some manners? I could rant on and on and on but I don't want to bore you or the other Answers readers to tears."
101,1,Can you save me money on my car insurance?
102,1,"common sense.  if you can tell me how or when God was created then I'll reconsider religon.  As for now, scientists can tell me when the universe was created (6.5 Billion years ago) and how it was created (Big Bang)."
103,1,"Wow, Mr. Grail. Does your compassionate religion teach you that? I think not. Not all homeless people are ""drunk 24/7"" as you say. Neither are all of them weak and pathetic. Some of them may actually be working, but can't afford a place to live. Have you really thought about that? Hmm? Let me dispel the little illusion you have in your mind about being homeless. Being homeless is rough, and I've been there before. Alcohol is not even remotely as important as food and clean water. I've been dumpster diving before. It's humiliating, but you lose your pride and live with it. Another thing, it's not so simple to get a job these days. When you're wearing rags or dirty clothes, not many people will hire you. Think about that. If you're homeless, it's not so easy getting clean clothes and/or keeping them clean.\n\nI think everyone should experience being homeless at one stage in their life. It gives you better meaning in your life and makes you appreciated the good things in life and how easy we have it here in the States. I hope everyday you pride yourself in walking by a homeless person and in essence, spitting on them. I take offense to that, because I've been there. Shame on you!"
104,1,"I got this off of Zabasearch. the link below is for all walkers' in Clinton Indiana. One of them may be a relative?\n\nKASEY WALKER \n1508 SHINING ARMOR LN   Recorded: 04/15/2001\nWEST LAFAYETTE, IN  47906  County   (765) 497-1243  \n\nhttp://www.zabasearch.com/query1_zaba.php?sname=Kasey%20Walker&state=IN&ref=&se=&doby=1988&city=clinton&name_style=1"
105,1,"""We would be 1,500 years ahead if it hadn't been for the church dragging science back by its coattails and burning our best minds at the stake."" - Catherine Fahringer\n\n""Faith is often the boast of the man who is too lazy to investigate."" - F. M. Knowles\n\n""Philosophy is questions that may never be answered. Religion is answers that may never be questioned."" - Author Unknown \n\n""Religion is excellent stuff for keeping common people quiet."" - Napoleon Bonaparte\n\n""Religion is regarded by the common people as true, by the wise as false, and by the rulers as useful."" - Seneca the Younger"
106,1,"date him all you want but if you get pregnant, expect to give birth to a 'soccer ball'"
107,1,"Julieta Venegas ( the last two cds) México\nReyli ( amor del bueno) Mexico\nSin Bandera Mexico-Argentina\nAlejandro Fernández (canta corazón, qué lástima, me dediqué a perderte...)México\nShakira ( the slow ones as antología, que vuelvas)Colombia\nLa oreja de Van Gogh (rosas, parís, cuídate...) Spain\nLuis Miguel - México\nJuanes- Colombia\nRBD - México\nFranco de vita - si te vas, y tú de qué vas, etc\nManá- México"
108,1,"reincarnation is what we, hindu's, believe. and yes i am hindu and me and the rest of my hindu family do believe in reincarnation, and it means, when you die you are reborn into anything, it could be a ant or a frog or anything living but only living things, no food. and it mostly means a lot to me but i am not sure about my family because they always say that you can never remember your past life. so whats the point."
109,1,"Personally, I like the policeman comment, but okay.  Try this approach--if you were the budisatha (bodhisattva?), and if I were to humbly walk up to you, then which two eyes would you see my approach with?\n\nIf you see something, you see something; but if you're examining eyes--you're an optometrist!  \n\nWhich two eyes are right? The two eyes the bodhisattva sees out of, of course!  How do you know which two he sees out of?  You must be the bodhisattva, of course!  How does one become the bodhisattva...?  \n\nA good start is, when seeing--see, when sitting--sit, do in the moment only that which is ""of"" the moment (not that you could do anything else, but it never hurts to try)...and all other things resolve themselves.  It is in that moment of resolution where appear: The two eyes of the bodhisattva!\n\nNote:  If you notice their appearance--they will vanish before your eyes (bad)!  That is, unless, you have truly noticed their appearance, in which case they will truly vanish before your eyes (good).\n\n-S"
110,1,:}\nno compassion in recognition of that curse
111,1,"First, I would change your religious affiliation from Atheist to Agnostic.\n\nSecond, good for you!  It's nice to see that there are people out there that can lead good lives with out the threat of damnation prodding them in the right direction.\n\nThird, just saying "" I repent! "" is no where near enough.  The act of repenting is something that you do for real.  You really must want and try to be a Christian.  I mean REALLY.  If you go through life doing bad things thinking that all you have to say is ' I repent ' to get into Heaven, then that Blasphemy against the Spirit.  In which you are not going to be forgiven ( unless there is some clause to that rule I'm not aware of ) and you don't have to worry about what you'll be doing for eternity.\n\nKeep them coming!  I enjoy your questions :)"
112,1,Islam is a Intolorant religion.Most non Muslims move out of Muslim countries.Ask a Coptic who lives in Egypt what it is like living there.
113,1,"By far we have become much more social... with respect to \n\nour interaction with others...  however the new \n\n""SOCIAL ARENA"" the web has created for all of us just \n\nhappens to be in a very ""ISOLATED"" location.... \n\n""OUR HOME""...\n\nYES TO BOTH"
114,1,playing with my little cousin who is four... really doing what she wants and playing with her on her level.\nI let go of being the adult and I am just as silly and happy as she is - it really  is wonderful to stop worrying about what other people think and just connect with a child\nthe joy is wonderful and intense...
115,1,You may have confused Ser and Estar.
116,1,Rude...
